Age,Gender,Education Level,Department,Job Title,Years of Experience,Location,Salary
41.0,Female,Bachelor's,IT,IT Support,9.0,Tier-2 City,59657.72
46.0,Male,Bachelor's,IT,IT Support,19.0,Tier-2 City,87144.31
28.0,Female,PhD,HR,Recruiter,3.0,Metro City,77793.12
21.0,Male,Master's,HR,HR Manager,0.0,Remote,55342.02
47.0,Female,Bachelor's,Sales,Account Manager,19.0,Metro City,97536.4
40.0,Male,Bachelor's,IT,DevOps Engineer,13.0,Metro City,90469.83
25.0,Male,Master's,Marketing,SEO Specialist,0.0,Metro City,55860.92
35.0,Female,Bachelor's,IT,Software Engineer,10.0,Remote,71806.64
44.0,Male,Master's,Marketing,Marketing Manager,17.0,Remote,105970.68
30.0,Male,Master's,Sales,Sales Manager,6.0,Remote,68943.05
27.0,Male,Bachelor's,IT,DevOps Engineer,5.0,Metro City,73364.06
27.0,Female,Master's,Operations,Logistics Coordinator,2.0,Tier-2 City,48966.31
23.0,Male,Master's,Marketing,Marketing Executive,0.0,Remote,42765.6
31.0,Female,High School,Sales,Sales Manager,0.0,Metro City,38465.79
34.0,Female,High School,Sales,Account Manager,7.0,Tier-2 City,40579.34
34.0,Female,High School,Sales,Sales Executive,1.0,Metro City,31803.34
33.0,Male,Bachelor's,Marketing,SEO Specialist,11.0,Tier-2 City,55383.89
53.0,Male,Master's,HR,Recruiter,20.0,Remote,88111.88
24.0,Male,Bachelor's,Marketing,Marketing Executive,4.0,Metro City,51565.19
42.0,Female,PhD,IT,Software Engineer,4.0,Tier-2 City,90986.66
31.0,Male,Master's,Finance,Financial Analyst,5.0,Metro City,78441.89
37.0,Male,Bachelor's,HR,Recruiter,7.0,Metro City,53515.51
31.0,Male,Bachelor's,HR,HR Executive,0.0,Metro City,41829.67
36.0,Female,Master's,HR,HR Manager,12.0,Tier-2 City,71566.57
31.0,Male,Master's,Finance,Finance Manager,11.0,Tier-2 City,90429.21
23.0,Female,Bachelor's,Marketing,SEO Specialist,0.0,Metro City,38175.15
43.0,Male,PhD,Operations,Operations Analyst,4.0,Metro City,87995.33
34.0,Male,Master's,IT,DevOps Engineer,2.0,Metro City,83363.97
42.0,Female,Master's,Sales,Sales Executive,9.0,Tier-2 City,68214.49
46.0,Male,Bachelor's,Finance,Finance Manager,15.0,Tier-2 City,80331.05
27.0,Male,High School,Operations,Operations Manager,3.0,Metro City,41129.64
25.0,Male,PhD,IT,DevOps Engineer,5.0,Metro City,119756.52
45.0,Male,High School,Marketing,Marketing Executive,12.0,Remote,40889.07
36.0,Male,PhD,Sales,Sales Executive,12.0,Tier-2 City,93160.82
38.0,Male,Bachelor's,IT,DevOps Engineer,11.0,Tier-2 City,68932.45
21.0,Female,High School,Finance,Financial Analyst,1.0,Tier-2 City,31347.18
37.0,Male,High School,Finance,Financial Analyst,16.0,Tier-2 City,42979.1
29.0,Male,Bachelor's,Operations,Operations Manager,8.0,Tier-2 City,54363.93
24.0,Female,Master's,Sales,Sales Manager,4.0,Tier-2 City,63397.95
32.0,Male,Bachelor's,Operations,Operations Manager,6.0,Tier-2 City,58887.49
28.0,Male,Bachelor's,IT,IT Support,0.0,Metro City,61893.8
33.0,Female,Master's,IT,DevOps Engineer,5.0,Tier-2 City,73634.0
44.0,Female,PhD,Operations,Operations Analyst,15.0,Metro City,114811.33
36.0,Male,Bachelor's,Finance,Finance Manager,5.0,Metro City,73342.11
23.0,Male,Bachelor's,Sales,Account Manager,3.0,Metro City,61869.72
34.0,Female,Master's,Sales,Account Manager,4.0,Tier-2 City,64716.82
37.0,Female,Master's,Operations,Operations Analyst,9.0,Remote,65506.09
38.0,Male,Bachelor's,Finance,Accountant,14.0,Remote,60965.36
32.0,Male,Master's,Marketing,SEO Specialist,12.0,Remote,76963.09
26.0,Male,PhD,Finance,Accountant,0.0,Metro City,88893.15
42.0,Male,Master's,Finance,Accountant,11.0,Metro City,106485.7
46.0,Female,Master's,IT,Software Engineer,11.0,Tier-2 City,87929.18
31.0,Male,High School,Finance,Financial Analyst,7.0,Metro City,35939.89
33.0,Female,Master's,Operations,Operations Manager,11.0,Tier-2 City,77231.79
41.0,Male,Bachelor's,Operations,Operations Analyst,11.0,Tier-2 City,48458.11
26.0,Female,High School,HR,HR Manager,4.0,Remote,33603.25
56.0,Male,Bachelor's,HR,HR Manager,16.0,Metro City,84551.6
52.0,Male,Bachelor's,HR,HR Manager,22.0,Tier-2 City,78538.46
21.0,Male,Bachelor's,Operations,Operations Manager,0.0,Metro City,51237.08
34.0,Female,Bachelor's,Sales,Sales Manager,13.0,Metro City,78761.17
51.0,Male,Bachelor's,Sales,Sales Manager,16.0,Tier-2 City,74949.24
41.0,Male,Bachelor's,Sales,Sales Executive,14.0,Metro City,69484.98
36.0,Female,Master's,Marketing,SEO Specialist,3.0,Tier-2 City,55622.2
30.0,Female,Bachelor's,HR,HR Executive,8.0,Tier-2 City,43334.87
43.0,Female,Bachelor's,Sales,Sales Executive,12.0,Metro City,68111.91
32.0,Female,Master's,Sales,Account Manager,0.0,Metro City,70446.57
39.0,Male,High School,Finance,Finance Manager,11.0,Metro City,56903.72
42.0,Male,Master's,Sales,Account Manager,5.0,Remote,71492.69
33.0,Male,Master's,Marketing,SEO Specialist,12.0,Tier-2 City,75626.45
41.0,Male,Master's,Operations,Operations Manager,16.0,Tier-2 City,89950.45
41.0,Female,Bachelor's,Finance,Financial Analyst,4.0,Tier-2 City,46937.37
48.0,Female,Bachelor's,Operations,Operations Manager,13.0,Metro City,76175.82
39.0,Female,Master's,Operations,Operations Analyst,12.0,Metro City,84204.77
45.0,Male,Master's,IT,Software Engineer,14.0,Tier-2 City,104138.42
33.0,Female,Bachelor's,IT,IT Support,1.0,Metro City,70304.86
47.0,Male,Bachelor's,Sales,Account Manager,12.0,Metro City,76401.77
39.0,Male,Bachelor's,IT,DevOps Engineer,9.0,Metro City,82651.5
39.0,Male,High School,Operations,Operations Manager,5.0,Metro City,46409.47
50.0,Male,Master's,Finance,Financial Analyst,13.0,Tier-2 City,80506.3
27.0,Male,Bachelor's,Operations,Operations Analyst,0.0,Remote,35244.63
35.0,Female,Bachelor's,Marketing,Marketing Executive,6.0,Metro City,61523.76
37.0,Male,High School,Finance,Accountant,4.0,Tier-2 City,30123.13
22.0,Male,PhD,Finance,Financial Analyst,2.0,Tier-2 City,67162.75
29.0,Female,Master's,Marketing,SEO Specialist,6.0,Metro City,76061.42
32.0,Female,Bachelor's,Sales,Account Manager,6.0,Metro City,66668.28
33.0,Male,Master's,IT,Data Analyst,6.0,Metro City,94821.31
30.0,Female,Bachelor's,Marketing,Marketing Executive,2.0,Metro City,47270.31
28.0,Male,High School,Finance,Financial Analyst,2.0,Remote,28053.71
37.0,Male,Bachelor's,Marketing,Marketing Executive,11.0,Metro City,66524.74
42.0,Male,Bachelor's,Sales,Sales Manager,13.0,Tier-2 City,64653.99
42.0,Male,Master's,Operations,Operations Manager,13.0,Metro City,102054.31
38.0,Female,Master's,Operations,Operations Analyst,1.0,Tier-2 City,48585.24
56.0,Male,PhD,Operations,Operations Manager,22.0,Metro City,157207.51
52.0,Female,Master's,Marketing,SEO Specialist,20.0,Metro City,112259.7
28.0,Male,Bachelor's,IT,IT Support,4.0,Metro City,69094.15
22.0,Female,Master's,Sales,Sales Manager,2.0,Remote,63240.31
52.0,Female,Bachelor's,Marketing,Marketing Manager,17.0,Remote,82780.85
28.0,Female,Master's,Sales,Account Manager,0.0,Remote,57078.75
47.0,Female,Bachelor's,Finance,Finance Manager,9.0,Tier-2 City,71937.4
49.0,Female,Master's,Marketing,Marketing Executive,17.0,Remote,93297.38
44.0,Male,Master's,Sales,Sales Manager,11.0,Metro City,105737.89
43.0,Female,Bachelor's,HR,HR Manager,6.0,Tier-2 City,58866.81
32.0,Female,Master's,IT,IT Support,9.0,Remote,86732.89
32.0,Male,Master's,Operations,Operations Analyst,6.0,Tier-2 City,52039.52
36.0,Male,Master's,IT,Software Engineer,13.0,Metro City,120485.59
24.0,Female,Bachelor's,IT,Software Engineer,2.0,Tier-2 City,47413.71
45.0,Female,Master's,HR,HR Manager,12.0,Metro City,92356.04
39.0,Male,Bachelor's,Operations,Logistics Coordinator,12.0,Metro City,68511.18
64.0,Female,Bachelor's,Marketing,Marketing Manager,27.0,Metro City,117314.13
35.0,Female,High School,Sales,Account Manager,7.0,Tier-2 City,38484.17
22.0,Female,PhD,Operations,Operations Manager,0.0,Tier-2 City,64041.02
47.0,Female,PhD,Sales,Account Manager,22.0,Metro City,165404.73
31.0,Male,Bachelor's,Operations,Logistics Coordinator,5.0,Tier-2 City,37585.26
21.0,Female,Bachelor's,Marketing,Marketing Executive,0.0,Tier-2 City,37659.84
22.0,Female,Bachelor's,Operations,Logistics Coordinator,2.0,Remote,32120.05
31.0,Male,Master's,IT,DevOps Engineer,8.0,Metro City,101583.36
36.0,Male,High School,Operations,Logistics Coordinator,9.0,Tier-2 City,30733.68
40.0,Male,Bachelor's,Sales,Account Manager,12.0,Metro City,76414.06
48.0,Male,Bachelor's,HR,HR Manager,8.0,Tier-2 City,60199.23
28.0,Female,Master's,IT,Software Engineer,2.0,Tier-2 City,69610.79
26.0,Female,Bachelor's,Operations,Operations Manager,6.0,Tier-2 City,58773.47
40.0,Female,Bachelor's,Marketing,SEO Specialist,12.0,Tier-2 City,57617.59
21.0,Female,Bachelor's,Finance,Accountant,0.0,Metro City,44988.65
24.0,Female,Bachelor's,IT,DevOps Engineer,4.0,Metro City,71277.7
50.0,Male,Bachelor's,IT,IT Support,19.0,Tier-2 City,87265.35
39.0,Male,Bachelor's,Finance,Finance Manager,12.0,Remote,74374.5
23.0,Female,PhD,Sales,Account Manager,1.0,Metro City,89299.8
30.0,Female,Bachelor's,HR,Recruiter,0.0,Tier-2 City,30686.68
45.0,Male,High School,IT,DevOps Engineer,9.0,Remote,45324.23
32.0,Female,Bachelor's,Operations,Logistics Coordinator,8.0,Metro City,58200.13
35.0,Male,Master's,Sales,Account Manager,2.0,Tier-2 City,62583.16
37.0,Male,High School,Sales,Account Manager,10.0,Tier-2 City,47091.27
36.0,Female,PhD,Sales,Sales Executive,9.0,Metro City,98737.16
,Male,PhD,Finance,Financial Analyst,23.0,Metro City,171747.16
51.0,Male,Master's,Finance,Accountant,13.0,Remote,90182.7
29.0,Male,Master's,Finance,Financial Analyst,0.0,Metro City,62026.5
34.0,Female,Bachelor's,Operations,Logistics Coordinator,6.0,Metro City,58968.14
39.0,Male,Bachelor's,Marketing,Marketing Manager,10.0,Remote,65422.91
36.0,Male,Bachelor's,Sales,Sales Manager,,Tier-2 City,54359.1
23.0,Female,Bachelor's,Finance,Accountant,0.0,Remote,41769.64
39.0,Male,Bachelor's,Operations,Operations Manager,9.0,Metro City,75484.29
33.0,Female,Bachelor's,Operations,Operations Analyst,7.0,Metro City,50428.86
46.0,Female,Bachelor's,Marketing,Marketing Manager,18.0,Remote,89122.99
41.0,Male,Master's,Sales,Sales Manager,8.0,Tier-2 City,73289.08
24.0,Female,Bachelor's,Finance,Financial Analyst,4.0,Metro City,61306.31
40.0,Male,Bachelor's,Finance,Accountant,16.0,Metro City,90169.42
30.0,Male,Master's,Marketing,Marketing Executive,4.0,Metro City,65830.9
33.0,Male,Master's,Finance,Financial Analyst,13.0,Metro City,97272.22
27.0,Female,High School,HR,HR Executive,7.0,Metro City,36745.83
31.0,Female,Bachelor's,Operations,Logistics Coordinator,11.0,Tier-2 City,51089.91
27.0,Female,Bachelor's,HR,HR Executive,0.0,Metro City,44600.62
21.0,Male,Master's,Sales,Sales Manager,0.0,Tier-2 City,55304.23
35.0,Female,Bachelor's,Marketing,SEO Specialist,10.0,Remote,59652.76
21.0,Female,Master's,Sales,Account Manager,0.0,Metro City,69515.56
47.0,Male,High School,Finance,Finance Manager,14.0,Tier-2 City,52423.2
29.0,Male,Master's,HR,Recruiter,9.0,Tier-2 City,54939.14
42.0,Female,High School,Marketing,Marketing Executive,11.0,Remote,46797.01
51.0,Female,Bachelor's,HR,HR Manager,14.0,Tier-2 City,68477.84
21.0,Male,Bachelor's,Sales,Sales Manager,1.0,Tier-2 City,53795.36
21.0,Female,High School,Operations,Operations Manager,1.0,Metro City,38916.95
45.0,Male,Bachelor's,Operations,Logistics Coordinator,14.0,Metro City,69151.71
38.0,Female,Bachelor's,HR,HR Executive,11.0,Tier-2 City,53375.48
35.0,Female,PhD,HR,HR Manager,14.0,Remote,99978.47
24.0,Male,Master's,Sales,Account Manager,0.0,Tier-2 City,58608.32
52.0,Male,Master's,Operations,Operations Analyst,,Metro City,97199.98
37.0,Male,High School,Marketing,Marketing Executive,4.0,Tier-2 City,25049.68
56.0,Male,PhD,Marketing,Marketing Executive,21.0,Metro City,150006.38
28.0,Male,Bachelor's,Finance,Finance Manager,0.0,Tier-2 City,54950.99
34.0,Male,Bachelor's,HR,HR Manager,11.0,Metro City,72899.93
22.0,Female,Master's,HR,Recruiter,2.0,Remote,44259.49
59.0,Male,Master's,Finance,Finance Manager,19.0,Tier-2 City,110612.27
23.0,Male,PhD,IT,Data Analyst,3.0,Remote,91074.31
38.0,Female,Bachelor's,Operations,Operations Manager,12.0,Tier-2 City,68850.87
37.0,Male,Bachelor's,Marketing,SEO Specialist,11.0,Tier-2 City,55436.89
57.0,Female,Bachelor's,IT,DevOps Engineer,20.0,Tier-2 City,90510.1
35.0,Female,Master's,Sales,Account Manager,13.0,Metro City,104586.19
33.0,Female,Master's,Sales,Sales Manager,12.0,Tier-2 City,87731.57
35.0,Male,PhD,IT,DevOps Engineer,5.0,Tier-2 City,98894.31
26.0,Male,Bachelor's,Operations,Operations Analyst,0.0,Tier-2 City,37992.95
28.0,Male,Master's,Sales,Account Manager,8.0,Tier-2 City,78132.13
49.0,Male,PhD,Finance,Accountant,17.0,Tier-2 City,127373.05
33.0,Male,Bachelor's,Operations,Logistics Coordinator,6.0,Metro City,54562.77
21.0,Male,Master's,Marketing,SEO Specialist,0.0,Metro City,57894.84
47.0,Female,Bachelor's,Finance,Financial Analyst,20.0,Metro City,92928.19
21.0,Male,Master's,Sales,Account Manager,0.0,Tier-2 City,55010.62
41.0,Male,Master's,Marketing,Marketing Manager,6.0,Remote,77554.6
44.0,Male,PhD,Operations,Operations Analyst,24.0,Tier-2 City,116078.0
40.0,Male,Bachelor's,Sales,Account Manager,12.0,Remote,75872.93
46.0,Male,Bachelor's,Operations,Logistics Coordinator,17.0,Remote,58200.47
28.0,Male,Bachelor's,Finance,Accountant,4.0,Tier-2 City,45107.62
46.0,Female,PhD,Finance,Financial Analyst,8.0,Metro City,116572.96
27.0,Male,Bachelor's,Operations,Operations Manager,2.0,Tier-2 City,47549.64
36.0,Male,Bachelor's,Finance,Financial Analyst,6.0,Metro City,66640.97
35.0,Male,Master's,IT,Software Engineer,8.0,Metro City,108809.74
41.0,Female,Bachelor's,Marketing,Marketing Manager,21.0,Remote,85432.54
33.0,Male,Master's,HR,Recruiter,9.0,Remote,60614.55
39.0,Male,Bachelor's,IT,Data Analyst,5.0,Tier-2 City,58524.51
29.0,Male,Master's,IT,Software Engineer,7.0,Tier-2 City,80103.59
42.0,Male,Master's,HR,HR Executive,14.0,Tier-2 City,66693.19
32.0,Male,Master's,IT,DevOps Engineer,6.0,Remote,82193.56
26.0,Female,Master's,Finance,Finance Manager,0.0,Remote,69084.43
35.0,Female,Bachelor's,Finance,Finance Manager,14.0,Remote,77578.12
40.0,Male,Bachelor's,Sales,Account Manager,17.0,Tier-2 City,72600.59
28.0,Female,Bachelor's,Sales,Sales Executive,8.0,Tier-2 City,52629.33
32.0,Male,Bachelor's,Marketing,Marketing Manager,7.0,Remote,62890.87
21.0,Female,High School,Finance,Finance Manager,1.0,Metro City,49624.08
29.0,Male,Master's,Marketing,SEO Specialist,5.0,Remote,58276.42
39.0,Female,Master's,HR,HR Manager,13.0,Metro City,93882.66
21.0,Male,High School,Sales,Sales Executive,1.0,Metro City,31261.58
31.0,Male,Master's,Finance,Accountant,5.0,Metro City,78167.52
38.0,Male,Master's,Finance,Finance Manager,9.0,Metro City,103725.92
45.0,Female,High School,HR,HR Executive,21.0,Metro City,50422.5
45.0,Male,Master's,HR,Recruiter,9.0,Metro City,76436.6
43.0,Female,Bachelor's,Operations,Logistics Coordinator,7.0,Metro City,59471.73
32.0,Male,Bachelor's,Operations,Operations Analyst,8.0,Metro City,53369.58
26.0,Female,PhD,Sales,Account Manager,3.0,Metro City,91698.38
21.0,Male,Master's,Finance,Accountant,0.0,Metro City,65510.66
43.0,Female,Bachelor's,IT,Data Analyst,4.0,Tier-2 City,54052.92
26.0,Male,PhD,Operations,Logistics Coordinator,4.0,Tier-2 City,62540.29
25.0,Male,High School,Marketing,Marketing Executive,0.0,Remote,29442.25
23.0,Male,Bachelor's,IT,DevOps Engineer,3.0,Remote,59643.94
34.0,Male,High School,Sales,Sales Executive,7.0,Tier-2 City,32588.35
41.0,Male,Bachelor's,IT,Software Engineer,7.0,Remote,62457.92
35.0,Female,High School,IT,Software Engineer,4.0,Remote,38799.21
31.0,Male,Master's,IT,DevOps Engineer,6.0,Metro City,96687.3
46.0,Male,PhD,Sales,Account Manager,16.0,Tier-2 City,117083.74
21.0,Female,Bachelor's,Marketing,Marketing Executive,1.0,Tier-2 City,36310.27
21.0,Male,PhD,Finance,Financial Analyst,1.0,Tier-2 City,71981.39
35.0,Female,High School,Marketing,SEO Specialist,6.0,Remote,35936.41
31.0,Female,Master's,Sales,Sales Executive,3.0,Metro City,60613.53
31.0,Male,Master's,Operations,Logistics Coordinator,3.0,Metro City,53747.57
34.0,Female,Master's,Sales,Account Manager,5.0,Metro City,80427.44
38.0,Male,PhD,Finance,Accountant,7.0,Tier-2 City,88356.82
27.0,Male,Master's,Operations,Logistics Coordinator,0.0,Metro City,56399.34
51.0,Female,Master's,HR,HR Manager,19.0,Remote,101233.98
45.0,Female,Master's,Operations,Operations Manager,10.0,Metro City,95092.03
21.0,Female,Master's,HR,HR Executive,1.0,Remote,50083.84
43.0,Male,Bachelor's,Operations,Operations Manager,17.0,Remote,82012.92
35.0,Female,Master's,HR,HR Manager,8.0,Metro City,76301.3
28.0,Female,Master's,Finance,Finance Manager,4.0,Metro City,88671.4
28.0,Male,PhD,IT,IT Support,1.0,Metro City,103498.53
27.0,Male,Bachelor's,Operations,Operations Manager,,Tier-2 City,45492.57
35.0,Female,Master's,IT,Software Engineer,7.0,Metro City,99943.23
26.0,Male,Bachelor's,Marketing,Marketing Manager,6.0,Metro City,71535.92
28.0,Female,Bachelor's,Sales,Account Manager,5.0,Remote,52179.17
46.0,Male,Bachelor's,Operations,Operations Analyst,14.0,Metro City,72404.22
47.0,Male,High School,Marketing,SEO Specialist,16.0,Tier-2 City,44674.63
50.0,Male,Bachelor's,Sales,Account Manager,14.0,Tier-2 City,70828.09
38.0,Male,Bachelor's,Sales,Account Manager,5.0,Metro City,69114.34
23.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,53361.05
39.0,Male,Bachelor's,HR,Recruiter,15.0,Remote,51069.17
45.0,Male,Bachelor's,Operations,Operations Analyst,17.0,Metro City,77985.48
29.0,Male,Master's,HR,Recruiter,9.0,Tier-2 City,51029.22
51.0,Female,Bachelor's,Marketing,SEO Specialist,17.0,Remote,74524.82
48.0,Male,Bachelor's,Sales,Sales Manager,17.0,Metro City,93869.99
32.0,Male,Master's,Sales,Sales Executive,7.0,Tier-2 City,62587.81
57.0,Female,Bachelor's,Sales,Sales Executive,20.0,Metro City,84811.73
35.0,Male,Master's,HR,HR Manager,1.0,Tier-2 City,58135.62
30.0,Female,Bachelor's,Operations,Operations Manager,1.0,Metro City,53430.49
29.0,Male,Master's,IT,Data Analyst,8.0,Metro City,104526.72
28.0,Female,Master's,Sales,Sales Manager,8.0,Metro City,80942.15
51.0,Male,Bachelor's,HR,HR Executive,17.0,Metro City,72751.79
34.0,Male,High School,HR,HR Executive,14.0,Tier-2 City,32174.38
29.0,Male,High School,Sales,Sales Executive,0.0,Metro City,32499.25
39.0,Male,Master's,Operations,Operations Manager,10.0,Tier-2 City,78244.82
29.0,Male,Master's,Finance,Financial Analyst,7.0,Tier-2 City,65779.93
34.0,Male,Bachelor's,IT,Data Analyst,5.0,Metro City,70922.65
32.0,Female,PhD,HR,HR Manager,12.0,Tier-2 City,92595.23
34.0,Male,Bachelor's,Finance,Financial Analyst,0.0,Metro City,54751.28
21.0,Male,Bachelor's,Operations,Operations Manager,1.0,Metro City,54812.78
33.0,Male,High School,Finance,Financial Analyst,6.0,Metro City,39989.05
35.0,Male,Bachelor's,Operations,Logistics Coordinator,14.0,Remote,52912.46
52.0,Female,High School,Sales,Account Manager,18.0,Metro City,66101.33
34.0,Male,Bachelor's,Sales,Sales Executive,6.0,Remote,45875.51
29.0,Male,High School,IT,Software Engineer,4.0,Tier-2 City,35995.95
28.0,Female,Bachelor's,Sales,Sales Manager,8.0,Remote,60306.78
24.0,Male,Bachelor's,Operations,Operations Analyst,2.0,Metro City,48334.7
36.0,Female,High School,Finance,Accountant,7.0,Remote,39765.4
33.0,Male,High School,Finance,Accountant,4.0,Metro City,43059.29
30.0,Female,Master's,IT,Data Analyst,10.0,Remote,92665.61
30.0,Female,Bachelor's,Finance,Financial Analyst,7.0,Metro City,66476.25
42.0,Male,Bachelor's,HR,HR Executive,6.0,Metro City,58387.78
32.0,Female,High School,Finance,Accountant,2.0,Tier-2 City,27827.75
39.0,Female,PhD,IT,IT Support,10.0,Metro City,142760.84
47.0,Male,Bachelor's,IT,IT Support,20.0,Remote,95986.92
21.0,Female,Bachelor's,Sales,Sales Executive,0.0,Metro City,43815.37
29.0,Male,Master's,Operations,Operations Manager,0.0,Tier-2 City,55720.45
37.0,Male,Bachelor's,IT,DevOps Engineer,9.0,Tier-2 City,67138.39
27.0,Female,Master's,Finance,Financial Analyst,4.0,Remote,66646.82
37.0,Female,High School,Sales,Sales Manager,5.0,Metro City,49146.93
35.0,Male,High School,Marketing,SEO Specialist,15.0,Metro City,52122.71
23.0,Female,Bachelor's,IT,DevOps Engineer,0.0,Metro City,60348.93
38.0,Female,Bachelor's,Marketing,Marketing Manager,7.0,Remote,63598.54
37.0,Female,High School,IT,Software Engineer,6.0,Tier-2 City,42542.12
35.0,Female,Bachelor's,HR,HR Executive,9.0,Tier-2 City,46368.85
33.0,Female,Bachelor's,Sales,Sales Executive,9.0,Tier-2 City,45780.88
21.0,Female,Bachelor's,Finance,Accountant,0.0,Remote,41715.34
50.0,Male,Master's,Finance,Accountant,8.0,Metro City,83531.34
46.0,Male,Bachelor's,Operations,Operations Analyst,14.0,Metro City,73276.96
26.0,Male,Bachelor's,Operations,Operations Manager,4.0,Metro City,61138.06
32.0,Female,Bachelor's,IT,Software Engineer,7.0,Metro City,79189.29
44.0,Male,Master's,Finance,Financial Analyst,16.0,Tier-2 City,92874.92
36.0,Male,Bachelor's,HR,HR Executive,5.0,Tier-2 City,41754.16
26.0,Female,Bachelor's,Finance,Financial Analyst,5.0,Metro City,63437.0
39.0,Male,High School,Sales,Account Manager,9.0,Remote,45687.18
